bom_title,budget,cast,filmmakers,genres,gross_domestic,gross_international,gross_worldwide,input_title,input_year,opening_weekend,release_date,runtime_minutes,source_url
Facing the Laughter: Minnie Pearl,,"[{'actor': 'Barbara J. Hall', 'role': 'Director'}, {'actor': 'Barbara Hall', 'role': 'Producer'}, {'actor': 'Paul Mojonnier', 'role': 'Cinematographer'}, {'actor': 'Jessica Best', 'role': 'Editor'}, {'actor': 'Addie Kennamer', 'role': 'Editor'}, {'actor': 'Joseph T. Spence', 'role': 'Editor'}, {'actor': 'Bill Anderson', 'role': 'Self - Interviewee See more'}, {'actor': 'Barbi Benton', 'role': 'Self - Interviewee See more'}, {'actor': 'Garth Brooks', 'role': 'Self - Interviewee See more'}, {'actor': 'Caty Borum Chattoo', 'role': 'Self - Interviewee See more'}]","[{'name': 'Barbara J. Hall', 'role': 'Director'}, {'name': 'Barbara Hall', 'role': 'Producer'}, {'name': 'Paul Mojonnier', 'role': 'Cinematographer'}, {'name': 'Jessica Best', 'role': 'Editor'}, {'name': 'Addie Kennamer', 'role': 'Editor'}, {'name': 'Joseph T. Spence', 'role': 'Editor'}, {'name': 'Bill Anderson', 'role': 'Self - Interviewee See more'}, {'name': 'Barbi Benton', 'role': 'Self - Interviewee See more'}, {'name': 'Garth Brooks', 'role': 'Self - Interviewee See more'}, {'name': 'Caty Borum Chattoo', 'role': 'Self - Interviewee See more'}]",Documentary,,,,Facing the Laughter: Minnie Pearl,2023,,"February 6, 2023 (Domestic)",90,https://www.boxofficemojo.com/title/tt23871506/
The Locksmith,,"[{'actor': 'Nicolas Harvard', 'role': 'Director'}, {'actor': 'John Glosser', 'role': 'Writer'}, {'actor': 'Ben Kabialis', 'role': 'Writer'}, {'actor': 'Blair Kroeber', 'role': 'Writer'}, {'actor': 'Chris LaMont', 'role': 'Writer'}, {'actor': 'Joe Russo', 'role': 'Writer'}, {'actor': 'Mark B. David', 'role': 'Producer'}, {'actor': 'Roger Goff', 'role': 'Producer'}, {'actor': 'Marlana Sheetz', 'role': 'Composer'}, {'actor': 'Jeff Bierman', 'role': 'Cinematographer'}, {'actor': 'Lori Ball', 'role': 'Editor'}, {'actor': 'Kassandra DeAngelis', 'role': 'Production Designer'}, {'actor': 'Ving Rhames', 'role': 'Frank See more'}, {'actor': 'Kate Bosworth', 'role': 'Beth Fisher See more'}, {'actor': 'Ryan Phillippe', 'role': 'Miller Graham See more'}, {'actor': 'Noel Gugliemi', 'role': 'Detective Perez See more'}]","[{'name': 'Nicolas Harvard', 'role': 'Director'}, {'name': 'John Glosser', 'role': 'Writer'}, {'name': 'Ben Kabialis', 'role': 'Writer'}, {'name': 'Blair Kroeber', 'role': 'Writer'}, {'name': 'Chris LaMont', 'role': 'Writer'}, {'name': 'Joe Russo', 'role': 'Writer'}, {'name': 'Mark B. David', 'role': 'Producer'}, {'name': 'Roger Goff', 'role': 'Producer'}, {'name': 'Marlana Sheetz', 'role': 'Composer'}, {'name': 'Jeff Bierman', 'role': 'Cinematographer'}, {'name': 'Lori Ball', 'role': 'Editor'}, {'name': 'Kassandra DeAngelis', 'role': 'Production Designer'}, {'name': 'Ving Rhames', 'role': 'Frank See more'}, {'name': 'Kate Bosworth', 'role': 'Beth Fisher See more'}, {'name': 'Ryan Phillippe', 'role': 'Miller Graham See more'}, {'name': 'Noel Gugliemi', 'role': 'Detective Perez See more'}]",Action Crime Mystery Thriller,,68190,68190,The Locksmith,2023,,"February 3, 2023 (Domestic)",92,https://www.boxofficemojo.com/title/tt15829724/
The Blind Man Who Did Not Want to See Titanic,,"[{'actor': 'Teemu Nikki', 'role': 'Director'}, {'actor': 'Teemu Nikki', 'role': 'Writer'}, {'actor': 'Teemu Nikki', 'role': 'Producer'}, {'actor': 'Jani Pösö', 'role': 'Producer'}, {'actor': 'Sari Aaltonen', 'role': 'Cinematographer'}, {'actor': 'Jussi Sandhu', 'role': 'Editor'}, {'actor': 'Petri Poikolainen', 'role': 'Jaakko Järvinen See more'}, {'actor': 'Marjaana Maijala', 'role': 'Sirpa See more'}, {'actor': 'Samuli Jaskio', 'role': 'Mr. Scorpions See more'}, {'actor': 'Rami Rusinen', 'role': 'Woodchipper See more'}]","[{'name': 'Teemu Nikki', 'role': 'Director'}, {'name': 'Teemu Nikki', 'role': 'Writer'}, {'name': 'Teemu Nikki', 'role': 'Producer'}, {'name': 'Jani Pösö', 'role': 'Producer'}, {'name': 'Sari Aaltonen', 'role': 'Cinematographer'}, {'name': 'Jussi Sandhu', 'role': 'Editor'}, {'name': 'Petri Poikolainen', 'role': 'Jaakko Järvinen See more'}, {'name': 'Marjaana Maijala', 'role': 'Sirpa See more'}, {'name': 'Samuli Jaskio', 'role': 'Mr. Scorpions See more'}, {'name': 'Rami Rusinen', 'role': 'Woodchipper See more'}]",Comedy Drama Romance Thriller,,17700,17700,The Blind Man Who Did Not Want to See Titanic,2023,,"March 10, 2022 (South Korea)",82,https://www.boxofficemojo.com/title/tt13328824/
A Lot of Nothing,,"[{'actor': 'Mo McRae', 'role': 'Director'}, {'actor': 'Sarah Kelly Kaplan', 'role': 'Writer'}, {'actor': 'Mo McRae', 'role': 'Writer'}, {'actor': 'Inny Clemons', 'role': 'Producer'}, {'actor': 'Zak Kristofek', 'role': 'Producer'}, {'actor': 'Mo McRae', 'role': 'Producer'}, {'actor': 'Jason Tamasco', 'role': 'Producer'}, {'actor': 'David Sardy', 'role': 'Composer'}, {'actor': 'John Rosario', 'role': 'Cinematographer'}, {'actor': 'Annie Eifrig', 'role': 'Editor'}, {'actor': 'Emma Rose Mead', 'role': 'Production Designer'}, {'actor': 'Amy Lee Wheeler', 'role': 'Production Designer'}, {'actor': 'Justin Hartley', 'role': 'Brian See more'}, {'actor': 'Cleopatra Coleman', 'role': 'Vanessa See more'}, {'actor': 'Skye P. Marshall', 'role': 'Marley See more'}, {'actor': 'Sheila Carrasco', 'role': 'Olivia See more'}]","[{'name': 'Mo McRae', 'role': 'Director'}, {'name': 'Sarah Kelly Kaplan', 'role': 'Writer'}, {'name': 'Mo McRae', 'role': 'Writer'}, {'name': 'Inny Clemons', 'role': 'Producer'}, {'name': 'Zak Kristofek', 'role': 'Producer'}, {'name': 'Mo McRae', 'role': 'Producer'}, {'name': 'Jason Tamasco', 'role': 'Producer'}, {'name': 'David Sardy', 'role': 'Composer'}, {'name': 'John Rosario', 'role': 'Cinematographer'}, {'name': 'Annie Eifrig', 'role': 'Editor'}, {'name': 'Emma Rose Mead', 'role': 'Production Designer'}, {'name': 'Amy Lee Wheeler', 'role': 'Production Designer'}, {'name': 'Justin Hartley', 'role': 'Brian See more'}, {'name': 'Cleopatra Coleman', 'role': 'Vanessa See more'}, {'name': 'Skye P. Marshall', 'role': 'Marley See more'}, {'name': 'Sheila Carrasco', 'role': 'Olivia See more'}]",Comedy Drama Thriller,,,,A Lot of Nothing,2023,,"February 3, 2023 (Domestic)",104,https://www.boxofficemojo.com/title/tt11648994/
The Last Deal,,"[{'actor': 'Jonathan Salemi', 'role': 'Director'}, {'actor': 'Jonathan Salemi', 'role': 'Writer'}, {'actor': 'Carl Ciarfalio', 'role': 'Producer'}, {'actor': 'Khalilah King', 'role': 'Producer'}, {'actor': 'Tracy A. Martin', 'role': 'Producer'}, {'actor': 'Aaron David Roberts', 'role': 'Producer'}, {'actor': 'Jonathan Salemi', 'role': 'Producer'}, {'actor': 'Tony Fiala', 'role': 'Composer'}, {'actor': 'Dominic López', 'role': 'Cinematographer'}, {'actor': 'Ryan Liebert', 'role': 'Editor'}, {'actor': 'Addison Bowman', 'role': 'Club Girl See more'}, {'actor': 'Sala Baker', 'role': 'The Boss See more'}, {'actor': 'Mike Ferguson', 'role': 'The Associate See more'}, {'actor': 'Anthony Molinari', 'role': 'Vincent See more'}]","[{'name': 'Jonathan Salemi', 'role': 'Director'}, {'name': 'Jonathan Salemi', 'role': 'Writer'}, {'name': 'Carl Ciarfalio', 'role': 'Producer'}, {'name': 'Khalilah King', 'role': 'Producer'}, {'name': 'Tracy A. Martin', 'role': 'Producer'}, {'name': 'Aaron David Roberts', 'role': 'Producer'}, {'name': 'Jonathan Salemi', 'role': 'Producer'}, {'name': 'Tony Fiala', 'role': 'Composer'}, {'name': 'Dominic López', 'role': 'Cinematographer'}, {'name': 'Ryan Liebert', 'role': 'Editor'}, {'name': 'Addison Bowman', 'role': 'Club Girl See more'}, {'name': 'Sala Baker', 'role': 'The Boss See more'}, {'name': 'Mike Ferguson', 'role': 'The Associate See more'}, {'name': 'Anthony Molinari', 'role': 'Vincent See more'}]",Action Crime Thriller,,,,The Last Deal,2023,,"February 3, 2023 (Domestic)",91,https://www.boxofficemojo.com/title/tt3326138/
A Difficult Year,,"[{'actor': 'Olivier Nakache', 'role': 'Director'}, {'actor': 'Éric Toledano', 'role': 'Director'}, {'actor': 'Olivier Nakache', 'role': 'Writer'}, {'actor': 'Éric Toledano', 'role': 'Writer'}, {'actor': 'Nicolas Duval Adassovsky', 'role': 'Producer'}, {'actor': 'Grandbrothers', 'role': 'Composer'}, {'actor': 'Mélodie Preel', 'role': 'Cinematographer'}, {'actor': 'Dorian Rigal-Ansous', 'role': 'Editor'}, {'actor': 'Mila Preli', 'role': 'Production Designer'}, {'actor': 'Pio Marmaï', 'role': 'Albert Laprade See more'}, {'actor': 'Jonathan Cohen', 'role': 'Bruno Ambrosi See more'}, {'actor': 'Noémie Merlant', 'role': 'Cactus See more'}, {'actor': 'Mathieu Amalric', 'role': 'Henri Tomasi See more'}]","[{'name': 'Olivier Nakache', 'role': 'Director'}, {'name': 'Éric Toledano', 'role': 'Director'}, {'name': 'Olivier Nakache', 'role': 'Writer'}, {'name': 'Éric Toledano', 'role': 'Writer'}, {'name': 'Nicolas Duval Adassovsky', 'role': 'Producer'}, {'name': 'Grandbrothers', 'role': 'Composer'}, {'name': 'Mélodie Preel', 'role': 'Cinematographer'}, {'name': 'Dorian Rigal-Ansous', 'role': 'Editor'}, {'name': 'Mila Preli', 'role': 'Production Designer'}, {'name': 'Pio Marmaï', 'role': 'Albert Laprade See more'}, {'name': 'Jonathan Cohen', 'role': 'Bruno Ambrosi See more'}, {'name': 'Noémie Merlant', 'role': 'Cactus See more'}, {'name': 'Mathieu Amalric', 'role': 'Henri Tomasi See more'}]",Comedy,,7229888,7229888,A Difficult Life,2023,,"October 18, 2023 (France)",120,https://www.boxofficemojo.com/title/tt21352380/
Godland,,"[{'actor': 'Hlynur Pálmason', 'role': 'Director'}, {'actor': 'Hlynur Pálmason', 'role': 'Writer'}, {'actor': 'Eva Jakobsen', 'role': 'Producer'}, {'actor': 'Mikkel Jersin', 'role': 'Producer'}, {'actor': 'Katrin Pors', 'role': 'Producer'}, {'actor': 'Anton Máni Svansson', 'role': 'Producer'}, {'actor': 'Alex Zhang Hungtai', 'role': 'Composer'}, {'actor': 'Maria von Hausswolff', 'role': 'Cinematographer'}, {'actor': 'Julius Krebs Damsbo', 'role': 'Editor'}, {'actor': 'Frosti Fridriksson', 'role': 'Production Designer'}, {'actor': 'Elliott Crosset Hove', 'role': 'Lucas See more'}, {'actor': 'Ingvar Sigurdsson', 'role': 'Ragnar See more'}, {'actor': 'Vic Carmen Sonne', 'role': 'Anna See more'}, {'actor': 'Jacob Lohmann', 'role': 'Carl See more'}]","[{'name': 'Hlynur Pálmason', 'role': 'Director'}, {'name': 'Hlynur Pálmason', 'role': 'Writer'}, {'name': 'Eva Jakobsen', 'role': 'Producer'}, {'name': 'Mikkel Jersin', 'role': 'Producer'}, {'name': 'Katrin Pors', 'role': 'Producer'}, {'name': 'Anton Máni Svansson', 'role': 'Producer'}, {'name': 'Alex Zhang Hungtai', 'role': 'Composer'}, {'name': 'Maria von Hausswolff', 'role': 'Cinematographer'}, {'name': 'Julius Krebs Damsbo', 'role': 'Editor'}, {'name': 'Frosti Fridriksson', 'role': 'Production Designer'}, {'name': 'Elliott Crosset Hove', 'role': 'Lucas See more'}, {'name': 'Ingvar Sigurdsson', 'role': 'Ragnar See more'}, {'name': 'Vic Carmen Sonne', 'role': 'Anna See more'}, {'name': 'Jacob Lohmann', 'role': 'Carl See more'}]",Drama,60735,1499783,1560518,Godland,2023,,"December 1, 2022 (Hungary)",143,https://www.boxofficemojo.com/title/tt19623228/
The Amazing Maurice,,"[{'actor': 'Toby Genkel', 'role': 'Director'}, {'actor': 'Florian Westermann', 'role': 'Director'}, {'actor': 'Terry Rossio', 'role': 'Writer'}, {'actor': 'Terry Pratchett', 'role': 'Writer'}, {'actor': 'Robert Chandler', 'role': 'Writer'}, {'actor': 'Toby Genkel', 'role': 'Writer'}, {'actor': 'Andrew Baker', 'role': 'Producer'}, {'actor': 'Robert Chandler', 'role': 'Producer'}, {'actor': 'Emely Christians', 'role': 'Producer'}, {'actor': 'Rob Wilkins', 'role': 'Producer'}, {'actor': 'Tom Howe', 'role': 'Composer'}, {'actor': 'Friedolin Dreesen', 'role': 'Editor'}, {'actor': 'Heiko Hentschel', 'role': 'Production Designer'}, {'actor': 'Hugh Laurie', 'role': 'Maurice See more'}, {'actor': 'Emilia Clarke', 'role': 'Malicia See more'}, {'actor': 'David Thewlis', 'role': 'Boss Man / Rat King See more'}, {'actor': 'Himesh Patel', 'role': 'Keith See more'}]","[{'name': 'Toby Genkel', 'role': 'Director'}, {'name': 'Florian Westermann', 'role': 'Director'}, {'name': 'Terry Rossio', 'role': 'Writer'}, {'name': 'Terry Pratchett', 'role': 'Writer'}, {'name': 'Robert Chandler', 'role': 'Writer'}, {'name': 'Toby Genkel', 'role': 'Writer'}, {'name': 'Andrew Baker', 'role': 'Producer'}, {'name': 'Robert Chandler', 'role': 'Producer'}, {'name': 'Emely Christians', 'role': 'Producer'}, {'name': 'Rob Wilkins', 'role': 'Producer'}, {'name': 'Tom Howe', 'role': 'Composer'}, {'name': 'Friedolin Dreesen', 'role': 'Editor'}, {'name': 'Heiko Hentschel', 'role': 'Production Designer'}, {'name': 'Hugh Laurie', 'role': 'Maurice See more'}, {'name': 'Emilia Clarke', 'role': 'Malicia See more'}, {'name': 'David Thewlis', 'role': 'Boss Man / Rat King See more'}, {'name': 'Himesh Patel', 'role': 'Keith See more'}]",Adventure Animation Comedy Family Fantasy,4303645,16818437,21122082,The Amazing Maurice,2023,1463195,"December 16, 2022 (United Kingdom)",93,https://www.boxofficemojo.com/title/tt10473036/
Knock at the Cabin,,"[{'actor': 'M. Night Shyamalan', 'role': 'Director'}, {'actor': 'Paul Tremblay', 'role': 'Writer'}, {'actor': 'M. Night Shyamalan', 'role': 'Writer'}, {'actor': 'Steve Desmond', 'role': 'Writer'}, {'actor': 'Michael Sherman', 'role': 'Writer'}, {'actor': 'Marc Bienstock', 'role': 'Producer'}, {'actor': 'Ashwin Rajan', 'role': 'Producer'}, {'actor': 'M. Night Shyamalan', 'role': 'Producer'}, {'actor': 'Herdís Stefánsdóttir', 'role': 'Composer'}, {'actor': 'Jarin Blaschke', 'role': 'Cinematographer'}, {'actor': 'Lowell A. Meyer', 'role': 'Cinematographer'}, {'actor': 'Noemi Katharina Preiswerk', 'role': 'Editor'}, {'actor': 'Naaman Marshall', 'role': 'Production Designer'}, {'actor': 'Dave Bautista', 'role': 'Leonard See more'}, {'actor': 'Jonathan Groff', 'role': 'Eric See more'}, {'actor': 'Ben Aldridge', 'role': 'Andrew See more'}, {'actor': 'Nikki Amuka-Bird', 'role': 'Sabrina See more'}]","[{'name': 'M. Night Shyamalan', 'role': 'Director'}, {'name': 'Paul Tremblay', 'role': 'Writer'}, {'name': 'M. Night Shyamalan', 'role': 'Writer'}, {'name': 'Steve Desmond', 'role': 'Writer'}, {'name': 'Michael Sherman', 'role': 'Writer'}, {'name': 'Marc Bienstock', 'role': 'Producer'}, {'name': 'Ashwin Rajan', 'role': 'Producer'}, {'name': 'M. Night Shyamalan', 'role': 'Producer'}, {'name': 'Herdís Stefánsdóttir', 'role': 'Composer'}, {'name': 'Jarin Blaschke', 'role': 'Cinematographer'}, {'name': 'Lowell A. Meyer', 'role': 'Cinematographer'}, {'name': 'Noemi Katharina Preiswerk', 'role': 'Editor'}, {'name': 'Naaman Marshall', 'role': 'Production Designer'}, {'name': 'Dave Bautista', 'role': 'Leonard See more'}, {'name': 'Jonathan Groff', 'role': 'Eric See more'}, {'name': 'Ben Aldridge', 'role': 'Andrew See more'}, {'name': 'Nikki Amuka-Bird', 'role': 'Sabrina See more'}]",Horror Mystery Thriller,35397980,19362967,54760947,Knock at the Cabin,2023,14127170,"February 1, 2023 (APAC, EMEA)",100,https://www.boxofficemojo.com/title/tt15679400/
80 for Brady,,"[{'actor': 'Kyle Marvin', 'role': 'Director'}, {'actor': 'Sarah Haskins', 'role': 'Writer'}, {'actor': 'Emily Halpern', 'role': 'Writer'}, {'actor': 'Tom Brady', 'role': 'Producer'}, {'actor': 'Donna Gigliotti', 'role': 'Producer'}, {'actor': 'John Debney', 'role': 'Composer'}, {'actor': 'John Toll', 'role': 'Cinematographer'}, {'actor': 'Colin Patton', 'role': 'Editor'}, {'actor': 'Wynn Thomas', 'role': 'Production Designer'}, {'actor': 'Lily Tomlin', 'role': 'Lou See more'}, {'actor': 'Jane Fonda', 'role': 'Trish See more'}, {'actor': 'Rita Moreno', 'role': 'Maura See more'}, {'actor': 'Sally Field', 'role': 'Betty See more'}]","[{'name': 'Kyle Marvin', 'role': 'Director'}, {'name': 'Sarah Haskins', 'role': 'Writer'}, {'name': 'Emily Halpern', 'role': 'Writer'}, {'name': 'Tom Brady', 'role': 'Producer'}, {'name': 'Donna Gigliotti', 'role': 'Producer'}, {'name': 'John Debney', 'role': 'Composer'}, {'name': 'John Toll', 'role': 'Cinematographer'}, {'name': 'Colin Patton', 'role': 'Editor'}, {'name': 'Wynn Thomas', 'role': 'Production Designer'}, {'name': 'Lily Tomlin', 'role': 'Lou See more'}, {'name': 'Jane Fonda', 'role': 'Trish See more'}, {'name': 'Rita Moreno', 'role': 'Maura See more'}, {'name': 'Sally Field', 'role': 'Betty See more'}]",Comedy Drama Sport,39448525,1032350,40480875,80 for Brady,2023,12701640,"February 3, 2023 (Domestic)",98,https://www.boxofficemojo.com/title/tt18079362/
Groundhog Day,,"[{'actor': 'Harold Ramis', 'role': 'Director'}, {'actor': 'Danny Rubin', 'role': 'Writer'}, {'actor': 'Harold Ramis', 'role': 'Writer'}, {'actor': 'Trevor Albert', 'role': 'Producer'}, {'actor': 'Harold Ramis', 'role': 'Producer'}, {'actor': 'George Fenton', 'role': 'Composer'}, {'actor': 'John Bailey', 'role': 'Cinematographer'}, {'actor': 'Pembroke J. Herring', 'role': 'Editor'}, {'actor': 'David Nichols', 'role': 'Production Designer'}, {'actor': 'Bill Murray', 'role': 'Phil See more'}, {'actor': 'Andie MacDowell', 'role': 'Rita See more'}, {'actor': 'Chris Elliott', 'role': 'Larry See more'}, {'actor': 'Stephen Tobolowsky', 'role': 'Ned See more'}]","[{'name': 'Harold Ramis', 'role': 'Director'}, {'name': 'Danny Rubin', 'role': 'Writer'}, {'name': 'Harold Ramis', 'role': 'Writer'}, {'name': 'Trevor Albert', 'role': 'Producer'}, {'name': 'Harold Ramis', 'role': 'Producer'}, {'name': 'George Fenton', 'role': 'Composer'}, {'name': 'John Bailey', 'role': 'Cinematographer'}, {'name': 'Pembroke J. Herring', 'role': 'Editor'}, {'name': 'David Nichols', 'role': 'Production Designer'}, {'name': 'Bill Murray', 'role': 'Phil See more'}, {'name': 'Andie MacDowell', 'role': 'Rita See more'}, {'name': 'Chris Elliott', 'role': 'Larry See more'}, {'name': 'Stephen Tobolowsky', 'role': 'Ned See more'}]",Comedy Drama Fantasy Romance,71107962,,71108778,Groundhog Day,2023,12517672,"February 12, 1993 (Domestic)",101,https://www.boxofficemojo.com/title/tt0107048/
Halloween III: Season of the Witch,,"[{'actor': 'Tommy Lee Wallace', 'role': 'Director'}, {'actor': 'Tommy Lee Wallace', 'role': 'Writer'}, {'actor': 'John Carpenter', 'role': 'Writer'}, {'actor': 'Nigel Kneale', 'role': 'Writer'}, {'actor': 'John Carpenter', 'role': 'Producer'}, {'actor': 'Debra Hill', 'role': 'Producer'}, {'actor': 'John Carpenter', 'role': 'Composer'}, {'actor': 'Alan Howarth', 'role': 'Composer'}, {'actor': 'Dean Cundey', 'role': 'Cinematographer'}, {'actor': 'Millie Moore', 'role': 'Editor'}, {'actor': 'Peter Jamison', 'role': 'Production Designer'}, {'actor': 'Tom Atkins', 'role': 'Daniel Challis See more'}, {'actor': 'Stacey Nelkin', 'role': 'Ellie Grimbridge See more'}, {'actor': ""Dan O'Herlihy"", 'role': 'Conal Cochran See more'}, {'actor': 'Michael Currie', 'role': 'Rafferty See more'}]","[{'name': 'Tommy Lee Wallace', 'role': 'Director'}, {'name': 'Tommy Lee Wallace', 'role': 'Writer'}, {'name': 'John Carpenter', 'role': 'Writer'}, {'name': 'Nigel Kneale', 'role': 'Writer'}, {'name': 'John Carpenter', 'role': 'Producer'}, {'name': 'Debra Hill', 'role': 'Producer'}, {'name': 'John Carpenter', 'role': 'Composer'}, {'name': 'Alan Howarth', 'role': 'Composer'}, {'name': 'Dean Cundey', 'role': 'Cinematographer'}, {'name': 'Millie Moore', 'role': 'Editor'}, {'name': 'Peter Jamison', 'role': 'Production Designer'}, {'name': 'Tom Atkins', 'role': 'Daniel Challis See more'}, {'name': 'Stacey Nelkin', 'role': 'Ellie Grimbridge See more'}, {'name': ""Dan O'Herlihy"", 'role': 'Conal Cochran See more'}, {'name': 'Michael Currie', 'role': 'Rafferty See more'}]",Horror Mystery Sci-Fi Thriller,14400000,,14402425,The Chosen Season 3 Finale,2023,6333259,"October 22, 1982 (Domestic)",98,https://www.boxofficemojo.com/title/tt0085636/
Full Time,,"[{'actor': 'Eric Gravel', 'role': 'Director'}, {'actor': 'Eric Gravel', 'role': 'Writer'}, {'actor': 'Raphaëlle Delauche', 'role': 'Producer'}, {'actor': 'Nicolas Sanfaute', 'role': 'Producer'}, {'actor': 'Irène Drésel', 'role': 'Composer'}, {'actor': 'Victor Seguin', 'role': 'Cinematographer'}, {'actor': 'Mathilde Van de Moortel', 'role': 'Editor'}, {'actor': 'Thierry Lautout', 'role': 'Production Designer'}, {'actor': 'Laure Calamy', 'role': 'Julie Roy See more'}, {'actor': 'Anne Suarez', 'role': 'Sylvie See more'}, {'actor': 'Geneviève Mnich', 'role': 'Madame Lusigny See more'}, {'actor': 'Nolan Arizmendi', 'role': 'Nolan See more'}]","[{'name': 'Eric Gravel', 'role': 'Director'}, {'name': 'Eric Gravel', 'role': 'Writer'}, {'name': 'Raphaëlle Delauche', 'role': 'Producer'}, {'name': 'Nicolas Sanfaute', 'role': 'Producer'}, {'name': 'Irène Drésel', 'role': 'Composer'}, {'name': 'Victor Seguin', 'role': 'Cinematographer'}, {'name': 'Mathilde Van de Moortel', 'role': 'Editor'}, {'name': 'Thierry Lautout', 'role': 'Production Designer'}, {'name': 'Laure Calamy', 'role': 'Julie Roy See more'}, {'name': 'Anne Suarez', 'role': 'Sylvie See more'}, {'name': 'Geneviève Mnich', 'role': 'Madame Lusigny See more'}, {'name': 'Nolan Arizmendi', 'role': 'Nolan See more'}]",Drama,42566,1836260,1878826,Full Time,2023,2423,"March 16, 2022 (France)",88,https://www.boxofficemojo.com/title/tt13269580/
